#EnsemblGeneID(0)	ChromosomeName(1)	promoterStart(2)	promoterStop(3)	Strand(4)
AAEL004041	supercont1.105	1439378	1440377	-
AAEL004021	supercont1.105	1473444	1474443	+
AAEL004028	supercont1.105	1496098	1497097	-
AAEL004027	supercont1.105	1531549	1532548	+
AAEL004025	supercont1.105	1560598	1561597	+
AAEL004036	supercont1.105	1605679	1606678	+
AAEL016320	supercont1.105	1622066	1623065	-
AAEL004002	supercont1.105	1801039	1802038	+
AAEL004003	supercont1.105	1956529	1957528	+
AAEL004014	supercont1.105	1985015	1986014	+
AAEL004031	supercont1.105	2026814	2027813	+
AAEL004013	supercont1.105	2042954	2043953	+
AAEL004015	supercont1.105	2058371	2059370	+
AAEL004009	supercont1.105	2091681	2092680	+
AAEL004040	supercont1.105	2118382	2119381	+
AAEL004004	supercont1.105	2142120	2143119	-
AAEL004026	supercont1.105	2170350	2171349	+
AAEL004033	supercont1.105	2281989	2282988	+
AAEL004005	supercont1.105	2477085	2478084	+
AAEL014253	supercont1.1050	43114	44113	-
AAEL014257	supercont1.1050	57665	58664	+
AAEL014254	supercont1.1050	89089	90088	+
AAEL014256	supercont1.1050	120888	121887	-
AAEL014258	supercont1.1050	154169	155168	-
AAEL014259	supercont1.1050	191077	192076	+
AAEL014255	supercont1.1050	261116	262115	-
AAEL014252	supercont1.1050	279440	280439	+
AAEL014260	supercont1.1051	38409	39408	+
AAEL014263	supercont1.1051	88690	89689	+
AAEL014264	supercont1.1051	91812	92811	-
AAEL014262	supercont1.1051	115425	116424	+
AAEL014261	supercont1.1051	157867	158866	-
AAEL014269	supercont1.1052	58157	59156	-
AAEL014271	supercont1.1052	168073	169072	-
AAEL014268	supercont1.1052	187101	188100	+
AAEL014265	supercont1.1052	202704	203703	-
AAEL014267	supercont1.1052	228523	229522	-
AAEL014270	supercont1.1052	237839	238838	-
AAEL014266	supercont1.1052	259155	260154	-
AAEL014274	supercont1.1053	87731	88730	+
AAEL014275	supercont1.1053	181991	182990	+
AAEL014272	supercont1.1053	207736	208735	-
AAEL014273	supercont1.1053	229394	230393	+
AAEL014276	supercont1.1054	41414	42413	+
AAEL014279	supercont1.1056	89040	90039	+
AAEL014278	supercont1.1056	100609	101608	-
AAEL016908	supercont1.1056	116776	117775	+
AAEL014277	supercont1.1056	234858	235857	-
AAEL014285	supercont1.1057	8830	9829	+
AAEL014280	supercont1.1057	10741	11740	+
AAEL014283	supercont1.1057	13752	14751	-
AAEL014286	supercont1.1057	52894	53893	+
AAEL014287	supercont1.1057	76233	77232	-
AAEL014282	supercont1.1057	88094	89093	+
AAEL014281	supercont1.1057	112149	113148	-
AAEL014284	supercont1.1057	169631	170630	-
AAEL014288	supercont1.1057	231552	232551	+
AAEL014290	supercont1.1058	55638	56637	+
AAEL014289	supercont1.1058	225075	226074	+
AAEL014291	supercont1.1058	254759	255758	-
AAEL014293	supercont1.1059	108347	109346	-
AAEL014292	supercont1.1059	149949	150948	-
AAEL004077	supercont1.106	44410	45409	+
AAEL004075	supercont1.106	386379	387378	-
AAEL004071	supercont1.106	391591	392590	+
AAEL004069	supercont1.106	412712	413711	-
AAEL004067	supercont1.106	423348	424347	+
AAEL004063	supercont1.106	435974	436973	+
AAEL004057	supercont1.106	436647	437646	-
AAEL004065	supercont1.106	518530	519529	-
AAEL004064	supercont1.106	519457	520456	+
AAEL004043	supercont1.106	565731	566730	-
AAEL004045	supercont1.106	600297	601296	+
AAEL004049	supercont1.106	643112	644111	+
AAEL004055	supercont1.106	643779	644778	-
AAEL004053	supercont1.106	684646	685645	+
AAEL004056	supercont1.106	685266	686265	-
AAEL004052	supercont1.106	729817	730816	-
AAEL004042	supercont1.106	760601	761600	-
AAEL004076	supercont1.106	778604	779603	-
AAEL004054	supercont1.106	821240	822239	-
AAEL004046	supercont1.106	876715	877714	-
AAEL004068	supercont1.106	1008750	1009749	-
AAEL004080	supercont1.106	1653571	1654570	+
AAEL004061	supercont1.106	1709798	1710797	+
AAEL004048	supercont1.106	1946215	1947214	-
AAEL004060	supercont1.106	2010768	2011767	+
AAEL004050	supercont1.106	2039204	2040203	-
AAEL004044	supercont1.106	2040676	2041675	+
AAEL004070	supercont1.106	2103655	2104654	-
AAEL004079	supercont1.106	2104018	2105017	-
AAEL016321	supercont1.106	2114883	2115882	-
AAEL004074	supercont1.106	2121165	2122164	-
AAEL004047	supercont1.106	2171568	2172567	+
AAEL004062	supercont1.106	2216893	2217892	-
AAEL004072	supercont1.106	2230865	2231864	-
AAEL004082	supercont1.106	2327468	2328467	+
AAEL004058	supercont1.106	2365167	2366166	+
AAEL004059	supercont1.106	2404706	2405705	+
AAEL004081	supercont1.106	2455358	2456357	-
AAEL004051	supercont1.106	2471194	2472193	-
AAEL004078	supercont1.106	2482084	2483083	-
AAEL004073	supercont1.106	2495795	2496794	+
AAEL004066	supercont1.106	2597189	2598188	-
AAEL014294	supercont1.1060	217510	218509	-
AAEL014295	supercont1.1060	248202	249201	-
AAEL014296	supercont1.1061	142729	143728	-
AAEL014297	supercont1.1061	185882	186881	+
AAEL016909	supercont1.1062	8036	9035	-
AAEL014299	supercont1.1062	284275	285274	+
AAEL014298	supercont1.1062	306902	307901	+
AAEL014300	supercont1.1063	234421	235420	+
AAEL014303	supercont1.1064	155961	156960	-
AAEL014302	supercont1.1064	221591	222590	-
AAEL014301	supercont1.1064	293073	294072	-
AAEL014305	supercont1.1065	9366	10365	+
AAEL014308	supercont1.1065	130647	131646	-
AAEL014307	supercont1.1065	188737	189736	-
AAEL014306	supercont1.1065	250737	251736	+
AAEL014304	supercont1.1065	255209	256208	+
AAEL014309	supercont1.1066	259762	260761	-
AAEL014313	supercont1.1067	49699	50698	+
AAEL014310	supercont1.1067	119192	120191	+
AAEL014311	supercont1.1067	206346	207345	+
AAEL014312	supercont1.1067	265558	266557	-
AAEL014318	supercont1.1068	11747	12746	+
AAEL014317	supercont1.1068	134235	135234	-
AAEL014314	supercont1.1068	137282	138281	+
AAEL014315	supercont1.1068	152736	153735	+
AAEL014316	supercont1.1068	189428	190427	-
AAEL014319	supercont1.1069	13711	14710	+
AAEL014321	supercont1.1069	42021	43020	-
AAEL014322	supercont1.1069	169660	170659	-
AAEL014320	supercont1.1069	259817	260816	-
AAEL004084	supercont1.107	8645	9644	+
AAEL004105	supercont1.107	101693	102692	-
AAEL004093	supercont1.107	295076	296075	+
AAEL004089	supercont1.107	336397	337396	+
AAEL004120	supercont1.107	348218	349217	+
AAEL004109	supercont1.107	443545	444544	+
AAEL004083	supercont1.107	490919	491918	+
AAEL004087	supercont1.107	532584	533583	+
AAEL004100	supercont1.107	539724	540723	+
AAEL004106	supercont1.107	574719	575718	+
AAEL004101	supercont1.107	944438	945437	+
AAEL004094	supercont1.107	1280801	1281800	+
AAEL004114	supercont1.107	1316411	1317410	-
AAEL004098	supercont1.107	1487498	1488497	-
AAEL004091	supercont1.107	1784795	1785794	-
AAEL004097	supercont1.107	1805417	1806416	-
AAEL016322	supercont1.107	1979816	1980815	-
AAEL004107	supercont1.107	2033335	2034334	-
AAEL004117	supercont1.107	2051401	2052400	-
AAEL004113	supercont1.107	2064209	2065208	+
AAEL004110	supercont1.107	2071301	2072300	+
AAEL004112	supercont1.107	2095157	2096156	-
AAEL004116	supercont1.107	2104222	2105221	-
AAEL004086	supercont1.107	2109853	2110852	+
AAEL004095	supercont1.107	2111447	2112446	+
AAEL004118	supercont1.107	2115046	2116045	+
AAEL004102	supercont1.107	2130897	2131896	-
AAEL004104	supercont1.107	2147938	2148937	+
AAEL004096	supercont1.107	2161628	2162627	+
AAEL004088	supercont1.107	2166385	2167384	+
AAEL004099	supercont1.107	2220504	2221503	-
AAEL004085	supercont1.107	2222641	2223640	-
AAEL004092	supercont1.107	2305984	2306983	-
AAEL004103	supercont1.107	2314866	2315865	+
AAEL004119	supercont1.107	2369428	2370427	+
AAEL004115	supercont1.107	2394917	2395916	+
AAEL004111	supercont1.107	2395374	2396373	+
AAEL004090	supercont1.107	2421094	2422093	-
AAEL004108	supercont1.107	2500445	2501444	+
AAEL014323	supercont1.1070	176013	177012	+
AAEL014325	supercont1.1071	198305	199304	+
AAEL014324	supercont1.1071	231497	232496	+
AAEL014326	supercont1.1072	6362	7361	+
AAEL014328	supercont1.1073	123561	124560	+
AAEL014327	supercont1.1073	279389	280388	-
AAEL014329	supercont1.1075	20487	21486	+
AAEL014330	supercont1.1075	63227	64226	+
AAEL014332	supercont1.1076	60896	61895	+
AAEL014331	supercont1.1076	74631	75630	-
AAEL014333	supercont1.1076	102715	103714	-
AAEL014334	supercont1.1079	33833	34832	+
AAEL004123	supercont1.108	223435	224434	+
AAEL004144	supercont1.108	596081	597080	-
AAEL004133	supercont1.108	733622	734621	-
AAEL004148	supercont1.108	1205754	1206753	+
AAEL004129	supercont1.108	1252326	1253325	-
AAEL004122	supercont1.108	1270314	1271313	-
AAEL004130	supercont1.108	1431840	1432839	+
AAEL004136	supercont1.108	1538395	1539394	+
AAEL004121	supercont1.108	1621264	1622263	-
AAEL004146	supercont1.108	1656213	1657212	+
AAEL004141	supercont1.108	1789086	1790085	-
AAEL004140	supercont1.108	1789846	1790845	-
AAEL004142	supercont1.108	1832258	1833257	-
AAEL004143	supercont1.108	1850068	1851067	+
AAEL004131	supercont1.108	1926664	1927663	-
AAEL004127	supercont1.108	1962156	1963155	-
AAEL004137	supercont1.108	1979786	1980785	-
AAEL004135	supercont1.108	2071016	2072015	-
AAEL004126	supercont1.108	2114183	2115182	-
AAEL004124	supercont1.108	2201126	2202125	-
AAEL004138	supercont1.108	2213361	2214360	+
AAEL004125	supercont1.108	2263459	2264458	+
AAEL004128	supercont1.108	2379013	2380012	-
AAEL004145	supercont1.108	2382201	2383200	+
AAEL004139	supercont1.108	2412624	2413623	+
AAEL004132	supercont1.108	2545871	2546870	-
AAEL004147	supercont1.108	2553698	2554697	+
AAEL004134	supercont1.108	2630715	2631714	+
AAEL014336	supercont1.1080	71012	72011	-
AAEL014335	supercont1.1080	218380	219379	-
AAEL014337	supercont1.1080	297289	298288	-
AAEL014338	supercont1.1081	240751	241750	+
AAEL014339	supercont1.1082	58476	59475	-
AAEL014340	supercont1.1082	116253	117252	-
AAEL014341	supercont1.1083	27351	28350	+
AAEL014342	supercont1.1083	40237	41236	+
AAEL014343	supercont1.1083	71326	72325	-
AAEL014344	supercont1.1084	247491	248490	-
AAEL014345	supercont1.1085	19542	20541	-
AAEL014355	supercont1.1085	65276	66275	-
AAEL014348	supercont1.1085	87698	88697	+
AAEL014347	supercont1.1085	108736	109735	+
AAEL014352	supercont1.1085	173858	174857	-
AAEL014349	supercont1.1085	190573	191572	+
AAEL014353	supercont1.1085	212290	213289	+
AAEL014350	supercont1.1085	213202	214201	+
AAEL014354	supercont1.1085	218596	219595	+
AAEL014351	supercont1.1085	222758	223757	-
AAEL014346	supercont1.1085	235702	236701	-
AAEL014358	supercont1.1086	142729	143728	+
AAEL014356	supercont1.1086	239081	240080	-
AAEL014357	supercont1.1086	303281	304280	-
AAEL014359	supercont1.1087	26547	27546	+
AAEL014360	supercont1.1088	36616	37615	+
AAEL014361	supercont1.1088	106504	107503	+
AAEL014362	supercont1.1089	71963	72962	+
AAEL004182	supercont1.109	56068	57067	+
AAEL004198	supercont1.109	56517	57516	-
AAEL004173	supercont1.109	72206	73205	-
AAEL004190	supercont1.109	114083	115082	+
AAEL004158	supercont1.109	164704	165703	-
AAEL004194	supercont1.109	177100	178099	-
AAEL004154	supercont1.109	189754	190753	+
AAEL004170	supercont1.109	213911	214910	-
AAEL004165	supercont1.109	237153	238152	+
AAEL004161	supercont1.109	249129	250128	+
AAEL004176	supercont1.109	306028	307027	-
AAEL004175	supercont1.109	321577	322576	-
AAEL004177	supercont1.109	324136	325135	+
AAEL004152	supercont1.109	376742	377741	-
AAEL004178	supercont1.109	382606	383605	+
AAEL004172	supercont1.109	455456	456455	+
AAEL004185	supercont1.109	469669	470668	-
AAEL016323	supercont1.109	509096	510095	+
AAEL004166	supercont1.109	519255	520254	+
AAEL016324	supercont1.109	569569	570568	-
AAEL004199	supercont1.109	650722	651721	-
AAEL004192	supercont1.109	701344	702343	+
AAEL004171	supercont1.109	715776	716775	-
AAEL004186	supercont1.109	827956	828955	+
AAEL004153	supercont1.109	948290	949289	+
AAEL004187	supercont1.109	969635	970634	+
AAEL004184	supercont1.109	1114286	1115285	-
AAEL004162	supercont1.109	1125604	1126603	+
AAEL004157	supercont1.109	1151432	1152431	-
AAEL004150	supercont1.109	1159669	1160668	-
AAEL004156	supercont1.109	1169407	1170406	+
AAEL004188	supercont1.109	1182971	1183970	-
AAEL004181	supercont1.109	1197589	1198588	+
AAEL004196	supercont1.109	1226798	1227797	-
AAEL004168	supercont1.109	1250813	1251812	+
AAEL004191	supercont1.109	1270003	1271002	-
AAEL004151	supercont1.109	1271961	1272960	+
AAEL004183	supercont1.109	1287058	1288057	+
AAEL004174	supercont1.109	1478438	1479437	+
AAEL004159	supercont1.109	1660390	1661389	-
AAEL004193	supercont1.109	1725463	1726462	+
AAEL004195	supercont1.109	1855350	1856349	-
AAEL004163	supercont1.109	1867135	1868134	-
AAEL004155	supercont1.109	1895354	1896353	-
AAEL004149	supercont1.109	1911903	1912902	+
AAEL004197	supercont1.109	1923939	1924938	-
AAEL004169	supercont1.109	1925746	1926745	-
AAEL004164	supercont1.109	1932004	1933003	-
AAEL004179	supercont1.109	2016891	2017890	+
AAEL004180	supercont1.109	2044396	2045395	-
AAEL004167	supercont1.109	2347388	2348387	-
AAEL004160	supercont1.109	2376078	2377077	-
AAEL004189	supercont1.109	2506277	2507276	-
AAEL014367	supercont1.1090	60531	61530	+
AAEL014363	supercont1.1090	81861	82860	-
AAEL014365	supercont1.1090	105482	106481	-
AAEL014364	supercont1.1090	151735	152734	-
AAEL014366	supercont1.1090	225024	226023	-
AAEL014370	supercont1.1091	2480	3479	-
AAEL014369	supercont1.1091	185106	186105	+
AAEL014368	supercont1.1091	229040	230039	-
AAEL014371	supercont1.1092	251187	252186	-
AAEL014373	supercont1.1093	116483	117482	+
AAEL014372	supercont1.1093	209655	210654	-
AAEL014374	supercont1.1094	51595	52594	+
AAEL014378	supercont1.1094	121371	122370	+
AAEL014375	supercont1.1094	145894	146893	-
AAEL014380	supercont1.1094	175475	176474	+
AAEL014379	supercont1.1094	202098	203097	-
AAEL014377	supercont1.1094	219774	220773	+
AAEL014376	supercont1.1094	229329	230328	-
AAEL014383	supercont1.1095	13732	14731	+
AAEL014381	supercont1.1095	17578	18577	-
AAEL014388	supercont1.1095	46556	47555	-
AAEL014389	supercont1.1095	55748	56747	+
AAEL014384	supercont1.1095	174744	175743	+
AAEL014382	supercont1.1095	202588	203587	+
AAEL014390	supercont1.1095	204906	205905	-
AAEL014385	supercont1.1095	222032	223031	-
AAEL014387	supercont1.1095	225328	226327	-
AAEL014386	supercont1.1095	285897	286896	+
AAEL016910	supercont1.1096	96969	97968	+
AAEL014391	supercont1.1096	122006	123005	-
AAEL014392	supercont1.1097	53116	54115	-
AAEL014393	supercont1.1099	61147	62146	+
AAEL000573	supercont1.11	26618	27617	+
AAEL000577	supercont1.11	444353	445352	+
AAEL000570	supercont1.11	593981	594980	+
AAEL000567	supercont1.11	653746	654745	-
AAEL000588	supercont1.11	754648	755647	+
AAEL000594	supercont1.11	767619	768618	+
AAEL000579	supercont1.11	768398	769397	-
AAEL000568	supercont1.11	797045	798044	-
AAEL000584	supercont1.11	1432474	1433473	+
AAEL000578	supercont1.11	1994132	1995131	-
AAEL000580	supercont1.11	2020614	2021613	-
AAEL000586	supercont1.11	2211817	2212816	+
AAEL000589	supercont1.11	2245979	2246978	+
AAEL000571	supercont1.11	2304817	2305816	-
AAEL000576	supercont1.11	2604651	2605650	+
AAEL000592	supercont1.11	3435733	3436732	-
AAEL000595	supercont1.11	3534617	3535616	+
AAEL000585	supercont1.11	3612752	3613751	+
AAEL000569	supercont1.11	3687644	3688643	+
AAEL000572	supercont1.11	3739899	3740898	-
AAEL000574	supercont1.11	3785815	3786814	+
AAEL000583	supercont1.11	3836637	3837636	-
AAEL000566	supercont1.11	3869102	3870101	+
AAEL000590	supercont1.11	3891805	3892804	+
AAEL000587	supercont1.11	3917497	3918496	+
AAEL000591	supercont1.11	3994672	3995671	+
AAEL016045	supercont1.11	4042699	4043698	+
AAEL000565	supercont1.11	4171622	4172621	+
AAEL000581	supercont1.11	4217204	4218203	+
AAEL016046	supercont1.11	4267096	4268095	-
AAEL000564	supercont1.11	4289066	4290065	-
AAEL000593	supercont1.11	4381414	4382413	+
AAEL000582	supercont1.11	4404590	4405589	-
AAEL000575	supercont1.11	4501542	4502541	+
AAEL004217	supercont1.110	78874	79873	+
AAEL004204	supercont1.110	90060	91059	+
AAEL004208	supercont1.110	414996	415995	-
AAEL004209	supercont1.110	496434	497433	+
AAEL004224	supercont1.110	556724	557723	+
AAEL004210	supercont1.110	574186	575185	+
AAEL004215	supercont1.110	624457	625456	-
AAEL004218	supercont1.110	863130	864129	-
AAEL004220	supercont1.110	1027432	1028431	-
AAEL004219	supercont1.110	1045642	1046641	+
AAEL004223	supercont1.110	1116262	1117261	-
AAEL004207	supercont1.110	1131309	1132308	-
AAEL004202	supercont1.110	1140503	1141502	+
AAEL004212	supercont1.110	1210558	1211557	-
AAEL004211	supercont1.110	1307706	1308705	-
AAEL004222	supercont1.110	1398983	1399982	-
AAEL016325	supercont1.110	1438253	1439252	+
AAEL004225	supercont1.110	1533619	1534618	-
AAEL004201	supercont1.110	1692296	1693295	-
AAEL016326	supercont1.110	1694087	1695086	-
AAEL004214	supercont1.110	2174829	2175828	+
AAEL004200	supercont1.110	2234976	2235975	-
AAEL004203	supercont1.110	2253244	2254243	-
AAEL004206	supercont1.110	2266111	2267110	+
AAEL004205	supercont1.110	2281338	2282337	-
AAEL004216	supercont1.110	2306968	2307967	+
AAEL004221	supercont1.110	2330902	2331901	-
AAEL004213	supercont1.110	2404779	2405778	-
AAEL004226	supercont1.110	2420841	2421840	-
AAEL016911	supercont1.1100	65628	66627	+
AAEL016912	supercont1.1100	67140	68139	-
AAEL014394	supercont1.1100	84845	85844	+
AAEL014396	supercont1.1100	141320	142319	-
AAEL014395	supercont1.1100	149957	150956	+
AAEL014403	supercont1.1101	1	785	+
AAEL014399	supercont1.1101	9901	10900	+
AAEL014406	supercont1.1101	34521	35520	-
AAEL014405	supercont1.1101	54177	55176	-
AAEL014398	supercont1.1101	78276	79275	+
AAEL014400	supercont1.1101	110599	111598	+
AAEL014401	supercont1.1101	119222	120221	+
AAEL014397	supercont1.1101	126463	127462	+
AAEL014404	supercont1.1101	140243	141242	+
AAEL014402	supercont1.1101	185481	186480	+
AAEL014407	supercont1.1101	218913	219912	-
AAEL014408	supercont1.1102	38653	39652	-
AAEL014409	supercont1.1103	221689	222688	-
AAEL014414	supercont1.1104	28053	29052	+
AAEL014410	supercont1.1104	70072	71071	-
AAEL014413	supercont1.1104	106128	107127	+
AAEL014412	supercont1.1104	138420	139419	+
AAEL014411	supercont1.1104	162650	163649	+
AAEL016913	supercont1.1107	110882	111881	-
AAEL014415	supercont1.1108	9990	10989	+
AAEL014417	supercont1.1108	31473	32472	-
AAEL014419	supercont1.1108	36980	37979	-
AAEL014416	supercont1.1108	99237	100236	+
AAEL014418	supercont1.1108	199046	200045	+
AAEL014420	supercont1.1108	219302	220301	+
AAEL004245	supercont1.111	809354	810353	+
AAEL004229	supercont1.111	1448092	1449091	+
AAEL004244	supercont1.111	1494419	1495418	-
AAEL004242	supercont1.111	1511022	1512021	+
AAEL004235	supercont1.111	1562827	1563826	+
AAEL004241	supercont1.111	1563641	1564640	-
AAEL016327	supercont1.111	1604796	1605795	-
AAEL004238	supercont1.111	1719981	1720980	+
AAEL004232	supercont1.111	1757465	1758464	-
AAEL004227	supercont1.111	1842918	1843917	+
AAEL004230	supercont1.111	1905500	1906499	+
