#EnsemblGeneID(0)	Chromosome(1)	ExonStart(bp)(2)	ExonEnd(bp)(3)	Strand(4)
AAEL007114	supercont1.237	262928	264030	-
AAEL007114	supercont1.237	264573	264858	-
AAEL007114	supercont1.237	271949	272018	-
AAEL007114	supercont1.237	287023	287420	-
AAEL005904	supercont1.179	1314409	1314437	-
AAEL005904	supercont1.179	1323305	1323906	-
AAEL005904	supercont1.179	1324783	1325057	-
AAEL005904	supercont1.179	1325127	1325857	-
AAEL005904	supercont1.179	1374136	1374292	-
AAEL014168	supercont1.1025	248870	250139	-
AAEL014168	supercont1.1025	261438	261777	-
AAEL014168	supercont1.1025	261851	262030	-
AAEL014168	supercont1.1025	262093	262356	-
AAEL014168	supercont1.1025	267183	267479	-
AAEL014168	supercont1.1025	267537	268297	-
AAEL006196	supercont1.194	307017	308185	-
AAEL006196	supercont1.194	313676	314752	-
AAEL006196	supercont1.194	314811	315016	-
AAEL006196	supercont1.194	323815	323930	-
AAEL014774	supercont1.1269	155075	155822	+
AAEL014774	supercont1.1269	156674	157532	+
AAEL014774	supercont1.1269	171305	172768	+
AAEL014774	supercont1.1269	172838	173616	+
AAEL014774	supercont1.1269	173685	173902	+
AAEL014774	supercont1.1269	174107	175249	+
AAEL015121	supercont1.1501	38652	38827	+
AAEL015121	supercont1.1501	38891	39049	+
AAEL015121	supercont1.1501	39118	39314	+
AAEL015121	supercont1.1501	39420	39803	+
AAEL013166	supercont1.799	281434	281552	+
AAEL013166	supercont1.799	281611	281765	+
AAEL013166	supercont1.799	281822	281971	+
AAEL013166	supercont1.799	282035	282308	+
AAEL013166	supercont1.799	282369	282920	+
AAEL001595	supercont1.36	909792	909853	+
AAEL001595	supercont1.36	909913	910101	+
AAEL001595	supercont1.36	910484	910852	+
AAEL001595	supercont1.36	910909	911141	+
AAEL009476	supercont1.399	1039694	1040190	-
AAEL009476	supercont1.399	1040251	1040468	-
AAEL000524	supercont1.9	2232951	2233118	+
AAEL000524	supercont1.9	2233186	2233353	+
AAEL000524	supercont1.9	2233418	2233624	+
AAEL014374	supercont1.1094	52595	52621	+
AAEL014374	supercont1.1094	52694	52775	+
AAEL014374	supercont1.1094	52833	52911	+
AAEL014374	supercont1.1094	52995	53408	+
AAEL007347	supercont1.249	32111	32526	-
AAEL007347	supercont1.249	32585	32769	-
AAEL007347	supercont1.249	33271	34382	-
AAEL003516	supercont1.89	1983088	1983367	-
AAEL003516	supercont1.89	1983426	1983939	-
AAEL003516	supercont1.89	1984001	1984153	-
AAEL003516	supercont1.89	1984212	1984790	-
AAEL003516	supercont1.89	1994677	1994872	-
AAEL003516	supercont1.89	1994951	1995251	-
AAEL000222	supercont1.4	4507251	4507299	+
AAEL000222	supercont1.4	4511178	4511256	+
AAEL000222	supercont1.4	4511314	4511406	+
AAEL000222	supercont1.4	4511465	4511645	+
AAEL000222	supercont1.4	4511705	4511980	+
AAEL011512	supercont1.586	253429	253445	+
AAEL011512	supercont1.586	257821	257833	+
AAEL011512	supercont1.586	259445	259945	+
AAEL011512	supercont1.586	260005	260426	+
AAEL011512	supercont1.586	260975	261088	+
AAEL011512	supercont1.586	277277	277427	+
AAEL011512	supercont1.586	277487	277670	+
AAEL011512	supercont1.586	277734	277876	+
AAEL011512	supercont1.586	278575	278757	+
AAEL003028	supercont1.75	2116280	2116603	-
AAEL003028	supercont1.75	2116666	2116861	-
AAEL003028	supercont1.75	2140900	2141096	-
AAEL008149	supercont1.303	111580	111696	-
AAEL008149	supercont1.303	111759	111833	-
AAEL000530	supercont1.10	2517721	2518019	+
AAEL000530	supercont1.10	2518084	2518335	+
AAEL000530	supercont1.10	2518393	2518788	+
AAEL005116	supercont1.142	610208	610363	+
AAEL008656	supercont1.339	822227	822551	+
AAEL008656	supercont1.339	822613	822974	+
AAEL008656	supercont1.339	827513	828181	+
AAEL006053	supercont1.187	272718	272830	+
AAEL006053	supercont1.187	282449	282548	+
AAEL006053	supercont1.187	282632	282715	+
AAEL006053	supercont1.187	316343	316431	+
AAEL006053	supercont1.187	316551	316611	+
AAEL006053	supercont1.187	385804	386539	+
AAEL011784	supercont1.612	251448	252147	-
AAEL011784	supercont1.612	252537	253096	-
AAEL009435	supercont1.396	17997	18473	+
AAEL005168	supercont1.144	1627512	1628264	-
AAEL002154	supercont1.50	2291057	2291203	+
AAEL002154	supercont1.50	2291269	2291503	+
AAEL002154	supercont1.50	2294787	2294803	+
AAEL014834	supercont1.1285	122405	122565	+
AAEL014834	supercont1.1285	122634	122759	+
AAEL014834	supercont1.1285	122831	123330	+
AAEL014749	supercont1.1251	61698	62395	-
AAEL014749	supercont1.1251	72681	72855	-
AAEL014749	supercont1.1251	74075	74235	-
AAEL014749	supercont1.1251	76892	77473	-
AAEL014749	supercont1.1251	62783	63387	-
AAEL014749	supercont1.1251	72681	72855	-
AAEL014749	supercont1.1251	74075	74235	-
AAEL014749	supercont1.1251	76892	77473	-
AAEL003920	supercont1.100	21311	21626	+
AAEL003920	supercont1.100	58254	58383	+
AAEL003920	supercont1.100	192206	192464	+
AAEL010664	supercont1.495	704754	705498	+
AAEL006404	supercont1.204	1705993	1706446	-
AAEL006404	supercont1.204	1707640	1708016	-
AAEL005745	supercont1.172	99129	99590	+
AAEL005745	supercont1.172	122299	122412	+
AAEL005745	supercont1.172	124226	124229	+
AAEL005745	supercont1.172	140425	140531	+
AAEL009910	supercont1.437	435505	435522	-
AAEL009910	supercont1.437	435727	435877	-
AAEL009910	supercont1.437	436546	436802	-
AAEL009910	supercont1.437	437400	437647	-
AAEL009910	supercont1.437	437896	438337	-
AAEL009910	supercont1.437	438502	438766	-
AAEL009910	supercont1.437	438838	439077	-
AAEL009910	supercont1.437	439135	439286	-
AAEL009910	supercont1.437	439724	439825	-
AAEL005418	supercont1.155	883190	883275	-
AAEL005418	supercont1.155	968454	968751	-
AAEL005418	supercont1.155	968814	968918	-
AAEL005418	supercont1.155	970800	970952	-
AAEL002360	supercont1.54	3052678	3052906	-
AAEL002360	supercont1.54	3052970	3053366	-
AAEL002360	supercont1.54	3053436	3053670	-
AAEL002360	supercont1.54	3059872	3059896	-
AAEL000422	supercont1.8	2460670	2462205	-
AAEL000422	supercont1.8	2469446	2469535	-
AAEL002593	supercont1.61	1210943	1211148	+
AAEL002593	supercont1.61	1211249	1211382	+
AAEL002593	supercont1.61	1222019	1222184	+
AAEL002593	supercont1.61	1222261	1223095	+
AAEL002593	supercont1.61	1210573	1210634	+
AAEL002593	supercont1.61	1210985	1211148	+
AAEL002593	supercont1.61	1211249	1211382	+
AAEL002593	supercont1.61	1222019	1222184	+
AAEL002593	supercont1.61	1222261	1223095	+
AAEL009053	supercont1.365	701414	702120	-
AAEL009053	supercont1.365	702399	703065	-
AAEL009053	supercont1.365	703133	703225	-
AAEL003745	supercont1.96	2037476	2037601	-
AAEL003745	supercont1.96	2056341	2056428	-
AAEL003745	supercont1.96	2070520	2070649	-
AAEL003745	supercont1.96	2082283	2083015	-
AAEL014282	supercont1.1057	89094	89659	+
AAEL014282	supercont1.1057	89961	90472	+
AAEL014282	supercont1.1057	92592	93182	+
AAEL004800	supercont1.130	1033872	1035284	-
AAEL004800	supercont1.130	1041247	1041326	-
AAEL006743	supercont1.219	690924	691487	+
AAEL006212	supercont1.195	1428231	1428350	-
AAEL006212	supercont1.195	1434053	1435975	-
AAEL001542	supercont1.36	718858	719012	+
AAEL001542	supercont1.36	734510	734633	+
AAEL001542	supercont1.36	735017	735137	+
AAEL001542	supercont1.36	735658	735776	+
AAEL001542	supercont1.36	736083	736273	+
AAEL001542	supercont1.36	750539	750681	+
AAEL001542	supercont1.36	750753	750955	+
AAEL013799	supercont1.924	243375	243534	+
AAEL013799	supercont1.924	256935	258093	+
AAEL013799	supercont1.924	160004	160232	+
AAEL013799	supercont1.924	172007	172946	+
AAEL013799	supercont1.924	257617	257990	+
AAEL012632	supercont1.720	79471	80445	-
AAEL012632	supercont1.720	80508	80640	-
AAEL012632	supercont1.720	85750	87030	-
AAEL009668	supercont1.417	297740	298045	-
AAEL009668	supercont1.417	313166	313363	-
AAEL009668	supercont1.417	315409	317222	-
AAEL009668	supercont1.417	317364	318271	-
AAEL009668	supercont1.417	318330	319113	-
AAEL009668	supercont1.417	328162	328279	-
AAEL009668	supercont1.417	335216	335233	-
AAEL002090	supercont1.49	2819583	2820210	+
AAEL002090	supercont1.49	2820319	2820557	+
AAEL002090	supercont1.49	2827569	2827670	+
AAEL002090	supercont1.49	2827675	2828223	+
AAEL012235	supercont1.670	274563	274774	+
AAEL012235	supercont1.670	274864	275298	+
AAEL012235	supercont1.670	281153	281367	+
AAEL012235	supercont1.670	281854	282034	+
AAEL012235	supercont1.670	282089	282501	+
AAEL005272	supercont1.148	1722929	1723118	+
AAEL005272	supercont1.148	1724379	1724980	+
AAEL005272	supercont1.148	1725413	1727236	+
AAEL005272	supercont1.148	1736303	1736617	+
AAEL005272	supercont1.148	1736679	1737472	+
AAEL000226	supercont1.4	4650697	4651550	-
AAEL000226	supercont1.4	4655600	4655784	-
AAEL007876	supercont1.287	826773	826986	+
AAEL007876	supercont1.287	827044	827187	+
AAEL007876	supercont1.287	827248	827805	+
AAEL007876	supercont1.287	841146	841420	+
AAEL007876	supercont1.287	841453	841941	+
AAEL007876	supercont1.287	842005	842177	+
AAEL007876	supercont1.287	842297	842633	+
AAEL007876	supercont1.287	842716	842805	+
AAEL006836	supercont1.223	1377652	1377877	+
AAEL006836	supercont1.223	1378015	1378535	+
AAEL006836	supercont1.223	1378597	1378955	+
AAEL006836	supercont1.223	1377652	1377877	+
AAEL006836	supercont1.223	1378015	1378535	+
AAEL006836	supercont1.223	1378597	1378684	+
AAEL006836	supercont1.223	1378812	1378955	+
AAEL004820	supercont1.131	1649802	1650339	+
AAEL004820	supercont1.131	1650403	1650439	+
AAEL004820	supercont1.131	1660716	1661142	+
AAEL001257	supercont1.28	2155504	2156895	-
AAEL001257	supercont1.28	2156947	2157042	-
AAEL001257	supercont1.28	2173349	2174129	-
AAEL000705	supercont1.14	1782311	1782479	+
AAEL000705	supercont1.14	1782538	1782771	+
AAEL000705	supercont1.14	1782830	1783278	+
AAEL000705	supercont1.14	1783346	1783525	+
AAEL014095	supercont1.1004	67930	68725	+
AAEL014095	supercont1.1004	68946	69459	+
AAEL014095	supercont1.1004	69524	69799	+
AAEL014095	supercont1.1004	69861	70944	+
AAEL004844	supercont1.132	1452687	1452707	+
AAEL004844	supercont1.132	1452860	1453089	+
AAEL004844	supercont1.132	1460643	1461726	+
AAEL004844	supercont1.132	1461796	1461931	+
AAEL004844	supercont1.132	1462003	1462550	+
AAEL004844	supercont1.132	1464002	1464242	+
AAEL004844	supercont1.132	1464315	1464448	+
AAEL004263	supercont1.112	879766	879893	+
AAEL004263	supercont1.112	880033	880340	+
AAEL004263	supercont1.112	880402	880638	+
AAEL000522	supercont1.9	651511	652155	-
AAEL000522	supercont1.9	653703	654464	-
AAEL015042	supercont1.1415	20872	20994	-
AAEL015042	supercont1.1415	21054	21086	-
AAEL015042	supercont1.1415	21154	21414	-
AAEL015042	supercont1.1415	21473	21595	-
AAEL015042	supercont1.1415	21657	21721	-
AAEL015042	supercont1.1415	21778	21898	-
AAEL008326	supercont1.314	700684	700716	+
AAEL008326	supercont1.314	738589	738693	+
AAEL008326	supercont1.314	738835	739035	+
AAEL010387	supercont1.474	197749	198045	-
AAEL010387	supercont1.474	198110	200522	-
AAEL010387	supercont1.474	200584	200643	-
AAEL010387	supercont1.474	200717	200953	-
AAEL001900	supercont1.45	975018	976221	-
AAEL001900	supercont1.45	976283	977108	-
AAEL010642	supercont1.492	263824	263946	+
AAEL010642	supercont1.492	264013	264403	+
AAEL010642	supercont1.492	264476	264643	+
AAEL010642	supercont1.492	279751	280006	+
AAEL010642	supercont1.492	329050	329463	+
AAEL009685	supercont1.418	798170	798400	-
AAEL009685	supercont1.418	798478	798624	-
AAEL009685	supercont1.418	799202	799828	-
AAEL009685	supercont1.418	798170	798400	-
AAEL009685	supercont1.418	798478	798624	-
AAEL009685	supercont1.418	799202	799804	-
AAEL009685	supercont1.418	816572	816687	-
AAEL005798	supercont1.175	518603	519676	-
AAEL005798	supercont1.175	519740	520065	-
AAEL005798	supercont1.175	524160	524250	-
AAEL004275	supercont1.113	491930	492186	-
AAEL004275	supercont1.113	492332	492815	-
AAEL002713	supercont1.65	2781029	2781179	-
AAEL002713	supercont1.65	2781240	2782226	-
AAEL014727	supercont1.1240	182326	182801	-
AAEL014727	supercont1.1240	187950	188349	-
AAEL010400	supercont1.475	858816	859148	-
AAEL001230	supercont1.26	930795	930882	+
AAEL001230	supercont1.26	931027	931140	+
AAEL001230	supercont1.26	931204	932026	+
AAEL001230	supercont1.26	932096	932383	+
AAEL001230	supercont1.26	944043	944254	+
AAEL001230	supercont1.26	944690	944921	+
AAEL001230	supercont1.26	954664	954846	+
AAEL001230	supercont1.26	955553	955615	+
AAEL001230	supercont1.26	955676	955794	+
AAEL001230	supercont1.26	955851	955919	+
AAEL001230	supercont1.26	955979	956297	+
AAEL001230	supercont1.26	960271	960325	+
AAEL012131	supercont1.658	363137	364377	-
AAEL012131	supercont1.658	373338	374096	-
AAEL012131	supercont1.658	374233	374493	-
AAEL012131	supercont1.658	383811	384183	-
AAEL008353	supercont1.319	956694	956746	+
AAEL008353	supercont1.319	957062	957170	+
AAEL008353	supercont1.319	957451	957573	+
AAEL008353	supercont1.319	958152	958538	+
AAEL008353	supercont1.319	956694	956750	+
AAEL008353	supercont1.319	957062	957170	+
AAEL008353	supercont1.319	957451	957573	+
AAEL008353	supercont1.319	958152	958538	+
AAEL000598	supercont1.12	767191	767422	-
AAEL000598	supercont1.12	767487	767675	-
AAEL012862	supercont1.752	286538	286920	-
AAEL012862	supercont1.752	287037	287336	-
AAEL003217	supercont1.82	1063478	1063771	-
AAEL003217	supercont1.82	1063843	1063954	-
AAEL003217	supercont1.82	1064053	1064207	-
AAEL002302	supercont1.53	23823	23871	+
AAEL002302	supercont1.53	23933	24474	+
AAEL000272	supercont1.5	1766777	1766845	+
AAEL000272	supercont1.5	1767334	1768078	+
AAEL008069	supercont1.299	213299	213462	-
AAEL008069	supercont1.299	213522	213727	-
AAEL008069	supercont1.299	213794	213992	-
AAEL008069	supercont1.299	214115	214268	-
AAEL008069	supercont1.299	214331	214794	-
AAEL008069	supercont1.299	214856	215220	-
AAEL008069	supercont1.299	225065	225111	-
AAEL008069	supercont1.299	225130	226135	-
AAEL008069	supercont1.299	226401	226646	-
AAEL008069	supercont1.299	226719	226884	-
AAEL008069	supercont1.299	226947	231302	-
AAEL008069	supercont1.299	231619	231869	-
AAEL008069	supercont1.299	232263	232756	-
AAEL008069	supercont1.299	232815	233017	-
AAEL008069	supercont1.299	233075	233235	-
AAEL008069	supercont1.299	233297	233678	-
AAEL008069	supercont1.299	233758	233960	-
AAEL008069	supercont1.299	234022	235157	-
AAEL004095	supercont1.107	2112447	2112570	+
AAEL004095	supercont1.107	2112840	2113007	+
AAEL004095	supercont1.107	2114879	2115932	+
AAEL000469	supercont1.8	966601	967549	-
AAEL000469	supercont1.8	980243	980598	-
AAEL000469	supercont1.8	1017364	1017633	-
AAEL000469	supercont1.8	1018050	1018490	-
AAEL007531	supercont1.261	226243	226549	-
AAEL007531	supercont1.261	226614	226760	-
AAEL007531	supercont1.261	226818	227091	-
AAEL007531	supercont1.261	247407	247768	-
AAEL007531	supercont1.261	272023	272230	-
AAEL007531	supercont1.261	274772	274914	-
AAEL007531	supercont1.261	280431	280638	-
AAEL007531	supercont1.261	286258	286339	-
AAEL008031	supercont1.296	387883	387919	+
AAEL008031	supercont1.296	388639	388686	+
AAEL008031	supercont1.296	433077	433213	+
AAEL008031	supercont1.296	439517	439708	+
AAEL008031	supercont1.296	454166	454328	+
AAEL008031	supercont1.296	454393	454547	+
AAEL008031	supercont1.296	454630	454770	+
AAEL008031	supercont1.296	456142	456267	+
AAEL008427	supercont1.324	1065922	1066975	-
AAEL008427	supercont1.324	1072847	1073939	-
AAEL003356	supercont1.84	1475017	1475381	-
AAEL003356	supercont1.84	1475466	1475928	-
AAEL014316	supercont1.1068	174732	175967	-
AAEL014316	supercont1.1068	176027	176248	-
AAEL014316	supercont1.1068	176267	176351	-
AAEL014316	supercont1.1068	189093	189160	-
AAEL014316	supercont1.1068	189218	189427	-
AAEL001510	supercont1.35	1899493	1899783	+
AAEL001510	supercont1.35	1899840	1900357	+
AAEL001510	supercont1.35	1900420	1900519	+
AAEL001510	supercont1.35	1900590	1900685	+
AAEL001510	supercont1.35	1917892	1918044	+
AAEL001510	supercont1.35	1918112	1918162	+
AAEL004727	supercont1.128	1708787	1709189	+
AAEL004727	supercont1.128	1719692	1719838	+
AAEL004727	supercont1.128	1722341	1722453	+
AAEL004727	supercont1.128	1736782	1736973	+
AAEL004727	supercont1.128	1737095	1737153	+
AAEL004727	supercont1.128	1747168	1747335	+
AAEL004727	supercont1.128	1747406	1747517	+
AAEL004727	supercont1.128	1747630	1747737	+
AAEL004727	supercont1.128	1747796	1748064	+
AAEL004727	supercont1.128	1781377	1781976	+
AAEL004727	supercont1.128	1708787	1709189	+
AAEL004727	supercont1.128	1719692	1719838	+
AAEL004727	supercont1.128	1722341	1722453	+
AAEL004727	supercont1.128	1736782	1736973	+
AAEL004727	supercont1.128	1737095	1737153	+
AAEL004727	supercont1.128	1747168	1747335	+
AAEL004727	supercont1.128	1747406	1747517	+
AAEL004727	supercont1.128	1747630	1747737	+
AAEL004727	supercont1.128	1747796	1748064	+
AAEL004727	supercont1.128	1754134	1754688	+
AAEL009163	supercont1.374	682838	682940	+
AAEL009163	supercont1.374	683235	683383	+
AAEL012217	supercont1.667	637948	638145	+
AAEL012217	supercont1.667	638207	638493	+
AAEL012217	supercont1.667	638551	639370	+
AAEL012217	supercont1.667	639430	640706	+
AAEL012217	supercont1.667	640760	641196	+
AAEL009681	supercont1.418	524571	525023	+
AAEL009681	supercont1.418	542748	543003	+
AAEL009681	supercont1.418	551479	551587	+
AAEL009681	supercont1.418	551651	551758	+
AAEL009681	supercont1.418	561215	561428	+
AAEL009681	supercont1.418	561495	562172	+
AAEL008787	supercont1.349	698540	698666	+
AAEL008787	supercont1.349	699190	699313	+
AAEL008787	supercont1.349	708947	709141	+
AAEL008787	supercont1.349	709209	710292	+
AAEL008787	supercont1.349	710361	710757	+
AAEL008787	supercont1.349	710856	712036	+
AAEL001156	supercont1.24	618720	619383	-
AAEL001156	supercont1.24	620371	620739	-
AAEL001156	supercont1.24	632406	632572	-
AAEL001156	supercont1.24	632646	632830	-
AAEL014161	supercont1.1020	152303	152621	+
AAEL014161	supercont1.1020	164660	164878	+
AAEL014161	supercont1.1020	164955	165225	+
AAEL014161	supercont1.1020	165291	165411	+
AAEL014161	supercont1.1020	165484	165687	+
AAEL014161	supercont1.1020	165748	165897	+
AAEL014161	supercont1.1020	165960	166839	+
AAEL008077	supercont1.300	1176461	1178320	+
AAEL008077	supercont1.300	1205850	1206820	+
AAEL002338	supercont1.54	2695479	2697935	-
AAEL001690	supercont1.39	1626863	1627723	-
AAEL001690	supercont1.39	1627779	1628034	-
AAEL013354	supercont1.827	72109	73347	-
AAEL008202	supercont1.306	1330864	1331374	+
AAEL008202	supercont1.306	1331441	1331745	+
AAEL008202	supercont1.306	1331807	1331929	+
AAEL003783	supercont1.97	360817	361072	-
AAEL003783	supercont1.97	372423	373402	-
AAEL006601	supercont1.213	826716	826824	-
AAEL006601	supercont1.213	826884	827076	-
AAEL006601	supercont1.213	827131	827177	-
AAEL006601	supercont1.213	827274	827515	-
AAEL006601	supercont1.213	828037	828687	-
AAEL008977	supercont1.361	313869	314207	-
